id_EXIST,lang,tweet,label,label_id
202276,en,@vinxis1 Ur a sexist mysogynistic woman hater + ratio,JUDGEMENTAL,2
202277,en,How you gonna tweet about sexism while simultaneously saying something sexist? https://t.co/t5RykrmLFs,JUDGEMENTAL,2
202278,en,"@halimedes like i promise me only wanting One person and not being comfortable w the idea of dating multiple people is not some racist, patriarchal, sexist conspiracy, i just am normal",-,0
202279,en,"@TinsleyCollins @CassThomps13 The part you’re being pummeled over, is attacking her on her statement that she’s a fierce, educated, capable business owner — while ignoring the point that being a sexy, attractive female doesn’t cancel those out. You not being able to see your error is what makes it sexist.",REPORTED,3
202280,en,@BrittHiggins_ Keep up the good fight.Thank you for your bravery in calling out the raft of shit misogynistic sexist bullying behaviours!,JUDGEMENTAL,2
202281,en,"@banville_morgan @KyllikkiRytova It’s also a good opportunity to talk about how communities fill institutional gaps by disruptive uses of comm networks. Examples I use are the Cajun Navy, whisper networks for sexual harassment, etc.",-,0
202282,en,"@AnnaLogue75 Good! Because after nearly five months since the AG's report came out, the truth is coming out about the so-called case against @andrewcuomo. That it was less about sexual harassment, and more about a political hit job. I would enjoy it more if BC would was charged with perjury.",-,0
202284,en,@liberateIL She’s lumping sexual assaults in with sexual harassment and workplace biases to create more programs abd infers create another city dept,REPORTED,3
202285,en,"From that the harassment begins, this can range from general trash talk to gender based/ sexual harassment. Which if we look at the social norms and the box men have been put in, it doesn’t excuse it but it explains it. Men are “supposed” to be hyper masculine, aggressive, etc",JUDGEMENTAL,2
202287,en,Cleveland hoes gon tear bro up with the sexual harassment charges tho https://t.co/ltMVLm13pH,DIRECT,1
202288,en,"Twitter, Inc: Twitter and Facebook needing a specific reporting function for sexual harassment  &amp; misogyny online - Sign the Petition! https://t.co/8yaKzT1Emk via @UKChange",REPORTED,3
202289,en,"@lukedepulford @SafeguardDefend @Peterinexile if you know the language, you will find that the journalists' questions get a unrelated answer and she just straight forward said : I did not write anything about  Sexual  Harassment.",-,0
202290,en,@MinuteClinic thanks for the sexual harassment. I didn’t realize that was apart of my insurance coverage. And The NP forgot to send in the prescription on top of it.,JUDGEMENTAL,2
202291,en,@MysterySolvent @LeftoversRfine The guy fired from from Fox for sexual harassment of coworkers?,REPORTED,3
202293,en,"I was trembling when I saw videos b/w tj and shanaia, i exp sexual harassment i know what it looks like kung kuya ka lang o nagtitake advantage sa babae... sorry i cannot finish the videos... i hope may housemate na pumuna kay tjFORCE EVICT TJPROTECT SHANAIA GOMEZ",REPORTED,3
202294,en,@GOP In 2014 Hermain Cain was accused of sexual harassment of several women. See @nytimes. He suspended his campaign . He was a tea party member. Trump chose him as a cabinet member. He was accused of using federal money to fix his house.,REPORTED,3
202295,en,@FoxNews @foxnews might want to sit this one out.https://t.co/QDtwaWDbSF,-,0
202296,en,@ProjectLincoln Lincoln Project stands for gay sexual harassment and race fraud.,-,0
202298,en,Berkeley friends: do you know someone who's had experience dealing with the Center for Student Conduct?Asking for a close friend who received a letter &amp; is working through the process. Would appreciate any help ❤️(Not a sexual harassment case; not involving faculty.)Thanks,-,0
202300,en,"After I outline what he’s done, he gets a chance to respond. Ironically his responses are all about OTHER instances of sexual harassment and bullying, not the ones I mentioned jn the addendum. He’s basically admitting a pattern of terrible behavior.",-,0
202301,en,@ChadGilmartinCA @Julio_Rosas11 @VP She is suffering from the biggest case of impostor syndrome ever because she is an impostor!  Put in office purely because of her racial and sexual identity.,DIRECT,1
202302,en,"@zaelefty Njäää, the majority of the population has clear enough sexual identity for evolution and sexual selection to work just fine while at the same time sex as a spectrum is a real thing for a small to medium size minority.",-,0
202305,en,@NBCNews So are the going to register as X or just for the moment when everyone is making a production of their sexual identity. Good grief this world of young people is messed up,-,0
202306,en,"One of the great aspects of most bate clubs, is that regardless of your sexual identity or preferred sexual positions, you can find community and self-pleasure in these communal driven spaces. Check out this 2019 GQ article to dive deeper into this topichttps://t.co/GIRdcn9iTu",-,0
202307,en,@BeyondStigma Kids struggling with sexual identity issues aren’t the only ones who need to hear these conversations. All kids could benefit from a curriculum that educates on these issues.  Understanding leads to tolerance.,-,0
202308,en,"How long have you been bragging about your “Border Response”?  A year now?  And based on your Almost daily fear-mongering about drugs and “aliens” crossing the border, it has been an absolute failure!  Go back to your day job as fear monger on books, sexual identity, the economy! https://t.co/H5JylUrNsR",-,0
202309,en,Nothing new under the Sun☀️ The agenda is going forward.Let’s stand up as believers.My prayer goes to those struggling with their sexual identity 🩸May God give you a revelation that you are his. Your sex doesn’t give you an identity.#Culturemaking#11Culture https://t.co/encvstcUTy,-,0
202311,en,"as a Bisexual, I feel comfortable in asserting that we're by far the most annoying sexual identity that gets put in the acronym.",-,0
202312,en,fuck off. pronouns are not equal to gender nor sexual identity. loser https://t.co/mKYE1a1mGn,-,0
202313,en,I will never understand how niggas are worried about someone's sexual identity and lifestyle unless they are dating. But even then why are you worried about what others that you don't know personally do..?,-,0
202314,en,"@richardodurrant I just don't get how people can feel threatened by someone's gender identity or sexual identity, Richard. Thought we were better than that.",-,0
202317,en,"My classmate chose ""homosexual"" in the find your valentine site (in college) saying she thought ""homo= homosapiens"", not a sexual identity. Girl😭??",-,0
202318,en,"For #TransAwarenessWeek, bring stories of finding pride in your gender identity &amp; sexual identity into your classroom with our free curriculum for #FindingPride about the narrative heroes of @ItGetsBetter. https://t.co/FPW6wDHetH. . https://t.co/vyUM9SySPf",-,0
202319,en,"When I invest into a project, I don't care about the founder`s criminal record, age, or race, or sex, or sexual identity. Only one thing matter. His/her trustworthiness and ready/ able/ willing to deliver anything what is the project's main aim/ goal. Everyone deserves a chance",-,0
202320,en,@dilbert_o @Lizzidi @BMeiselas @nhannahjones @barrydeutsch Tell me how it is your business to discuss ANY other person's sexual identity at all . What do you care if they aren't bothering you? Personally you can identify as a goose and it doesn't bother me.,-,0
202321,en,@arahgorns i’m just being a good friend and u turned it into sexual orientation,-,0
202322,en,"@NH_2_NC These comments are absolutely not a reflection of our organization’s mission and values. BIDMC is committed to providing equitable care to all patients regardless of vaccination status, race, gender, sexual orientation, income level or any other factor.",-,0
202323,en,Maybe he was robbed and killed and it didn't have a thing to do with his sexual orientation. https://t.co/d6J2aT2V5z,-,0
202324,en,"@ProGenLock @WahItHal @YT_Lazerblade @Alykkat You’re basing your opinion on a general idea of the word discrimination. Discrimination is a legal term that applies to specific, established, protected classes like sexual orientation. That’s why you can refuse service to a person based on a mask but not based on being gay.",-,0
202325,en,I am putting together a lecture on modelling STIs and am struggling with how to best use words associated with assumptions of binary gender and sexual orientation. Any recs/references on balancing acknowledging diversity with the use of assumptions for modelling practicality?,-,0
202326,en,"Hate to say this, guys, but I NEVER saw Race, Gender, Sexual Orientation, or Politics as classifiers growing up. I NEVER saw the need to know these things in order to treat others with the same dignity as any human being.… Then I watched the news. Now it’s all I [we] see.",-,0
202327,en,@benshapiro @benshapiro listened to your podcast t’day. There is no reason any teacher shld be having a discussion w their students concerning sexual orientation or gender theory or their personal relationships. School districts need to rethink such lunacy before hiring.,-,0
202328,en,I don't give a fuck about labels. Like if someone put a gun in my mouth and told me to say my sexual orientation I would probably say *murrrphhhur*.,-,0
202329,en,"@libsoftiktok Can Math teachers just stick to teaching Math, Social Studies stick to Social Studies,.. I NEVER remember a teacher coming into my classroom growing up and explaining to me what they were, their sexual orientation..etc. They need to get back to teaching the 3 R's and that's it.",-,0
202330,en,"@atrupar Everyone regardless of the color of their skin, or someone's sexual orientation, gender DESERVE TO BE TREATED/SEEN AS EQUALS!! IT'S 2022 PEOPLE, TIME TO GROW TFUMy sincerest apologies if I've hurt anyone w/tweet. I'M AIMING FOR THE IGNORANT 💩 BAG'S THAT WON'T ACCEPT THE TRUTH",-,0
202331,en,"@illocutie As far as I understand it, queering something is about deliberately doing it badly in order to highlight its inadequacy. I don't think that's fair on Wittgenstein. Also, I suspect his social background was at least as important as his sexual orientation.",-,0
202332,en,"When it comes ‘intersex’ - it’s a term I grew to use, not one I was born comfortable with. Someone may have a similar diagnosis to me and not use that terminology. Intersex is not strictly related to sexual orientation or gender identity either - it’s about sex characteristics.",-,0
202333,en,WORLD: A hacking group on Tuesday released data from an Israeli #LGBT dating website that discloses users’ sexual orientation and #HIV status.https://t.co/UROpRsWeca,-,0
202334,en,@CaponDesign @linusgsebastian See I imagine a future where neighbors aren’t segregated by the color of ur skin or gender or sexual orientation or generations of arbitrary racist policies but by the internal network architecture of the new neighborhood.,-,0
202335,en,"@_Adriaantjuh @ListnUpButtacup @radishperson @BioTransGirl @DiscourseGirl @McdowallLucy @BioDebbieChan @JWOLFFH @doodle_bobby @BioNeilBoi @LetruneInedil @SunnyZhia @UwuUwuUwu2000 @BiotransKai Same way sexual orientation is. It can change on its own, but cannot be changed intentionally through any current method, and attempting to do so has proven to be extremely harmful.",-,0
202336,en,"@genuke1 They pick people for their skin color, sexual orientation or political affiliation, competency! Sad",-,0
202337,en,"@RealMarkLatham Your not allowed to discriminate against anyone for their race ,religion or sexual orientation but it’s ok for the government to discriminate against the vaccinated and unvaccinated. Crazy.",-,0
202338,en,"@Buck50RedHook @viejojudio @Abel__Balbo @Ronisonit @QFTP @david_starof @initiative_Insp @djangoroo @folktayl @BoiIran @6TK9Cn1RB4A49B1 @gazellagazella @emmettimanu @Pakeha56 @manifesto2000 @MayaMurful @hamzehks @seanyzf750 @dlsmith0817 @EssEff76 @HuizengaWest @NKippur @JonathanWeissb3 @MartinMulvay @Persian70509610 @manoraic @shelly7160 @BarryBenjamin21 @lisa20102019 @fZ0ZmvX4bGD84lY @WeinsteinDr @Storey2Bob @IgorKrein @angieshermua @Faulknerfredd @Fionaglenane @LollllllaJR @Ronen_Shraga @IQ15991967 @spellerwiix @siobanvict @TinokiKoki @COPIA_COPMA1 @TheGhostofElec1 @haamzp2 @DontGhosts @HanneyAngel @ClintWarren6 @PalestinianMan9 @Brought_popcorn All Israeli citizens have equal rights regardless of race, religion, ethnicity, gender, sexual orientation.",-,0
202339,en,"When bullies use a sexual orientation insult, they're not saying that they think you're gay, and you should be insulted for no reason, as there's nothing wrong with being gay. They're saying you should be insulted, because they think being gay is a bad thing. (6/15)",-,0
202340,en,"@mslizzieforbes @yrracynril im literally asexual, its not that serious. its about wanting sex or not theres no oppression there unless theres also intersectionality with sexual orientation or race or gender.",-,0
202341,en,@BlackySpeakz He a grown ass man... why tf does he care about another grown man's sexuality bro.. kinda sus,-,0
202342,en,"@seulwiz Ariana uses the HS method of hinting she could be unlabled and everyone is obsessed with that. ""We have to normalise them not talking about their sexuality bc it normalises the community"" ok arinanaxstyles420 but hear me out some people are just straight.",-,0
202343,en,Spent a great portion of my life struggling with trying to be cis and hating whenever someone commented on me looking/acting like a boy when I wasn’t fem-presenting enough for them. It wasn’t until last year that I realized I was non-binary after tuning into gender/sexuality + https://t.co/t4amsKfhYa,-,0
202344,en,"@bbiejongho Whatever you feel, no matter what is your sexuality, you will always be my precious and beloved friend 🤍 you’re valid and amazing!",-,0
202345,en,"@didgeridoo23 @lainofthewiredd @AnthonyTutcher @libsoftiktok Ah okay, so you're trying to frame homophobic hate speech as ""a difference of opinion"".Free clue for you and all the other dimwits who think that's a valid tactic: you don't get to ""disagree"" with someone's sexuality, or their race or sex. This isn't a topic for debate.",-,0
202346,en,If you see me being horny on the tl I don't care cause I have a healthy relationship with my sexuality.,-,0
202347,en,what’s the sexuality where you’re attracted to men but you hate having sex worth them and you need to be dominating them in all aspects of life,-,0
202349,en,"@ConceptualJames Gross, really…who would possibly ask their professor about their sexuality?",-,0
202350,en,let me clarify: I couldn’t give less of a fuck what hunters actual sexuality is considering it’s not my business but it’s upsetting to see someone label themself as a lesbian and capitalize off of that while not actually being a lesbian? if that makes sense. idk just spitballing,-,0
202351,en,"@artdothaus @CL207 Haha there it is a lack of self awareness reveals itself if you thing I am misogynistic as someone who loves women and doesn’t care which sexuality your are but fails to comprehend living life in a virtual world when what we have is truly amazing, GN",-,0
202352,en,"This man’s entire fucking quest is about him being gay. Tevinter society and in turn Halward’s specific problem with Dorian is that he won’t be involved with or even marry a woman. Of all the NPCs in DAI, he is the one whose sexuality should absolutely not be fucked with. https://t.co/Qg3EBzcXDl",-,0
202354,en,Stealing this from @rayskyj What % are we?10%- moots10%- we’ve interacted10%- we've dmed10%- you've seen my face 10%- heard my voice10%- have my other socials10%- know my sexuality10%- know my age10%- knows my country10%- gc together,-,0
202355,en,"@evesaxe Bradley is truly one of the first tv characters I've seen myself reflected in, in a real way other than superficially, so my investment is a little biased of course but it is such an incredibly important complexity to portray period, moreso in someone exploring sexuality.",-,0
202356,en,"Tracking one’s menstrual cycle (and I mean TRACKING, like figuring out when you ovulate, etc.) is unironically an empowering way for women to take charge of their own sexuality.",-,0
202357,en,@PerkyWarbeck Leading scientists who actually study human sexuality believe being transgender is the result of brain-nervous system intersexuality. There is no doubt of there being a biological connection.,-,0
202358,en,"@WanderingLust_ down to check my cock wasn't being too prominent then laughs taking your hand to walk side by side back to concierge and Jermaine who seemed very amused.I didn't know what the general consensus was among staff about my sexuality, I'm sure it had been a topic at some, but I",-,0
202359,en,"the way people are trying to meddle &amp; make conspiracies about h's love life &amp; sexuality is rlly weird to me. why is her romantic/personal life so important to people, it literally doesn't affect u at all lol. whether she sees it/is bothered by it or not isn't the problem either.",-,0
202361,en,i got a new shirt at work at it is the WORST material ever,-,0
202362,en,Yo it shirt he gave New York was funny.,-,0
202363,en,The peds shelf is just internal medicine wearing a poorly fitting kids shirt and I’m tired of pretending it’s not 😤😤,-,0
202364,en,@TomFitton @Spotify @joerogan Tom… take a deep breathe …. loosen up your shirt that’s one size too small .,-,0
202365,en,I think he wore a black shirt lol I don’t remember but I think,-,0
202366,en,"somethin about the big t shirt no pants combo feels so good, so right",-,0
202367,en,Last year my T shirt was covered in blood yea I use to sit in nosebleed,-,0
202368,en,"Tulsa Scanner: Hit &amp; Run ""Fat Mexican Male wearing a white shirt"" fled on foot Requesting a perimeter &amp; a K9 Is the Helo up?  Nope. Ha!",-,0
202369,en,"택모닝 from this long haired, buff and chiseled on a crisp white shirt that has too many unbuttoned buttons but still not enough skin exposed Taec😂They should have just unbuttoned his shirt😉#TAECYEON #택연 #OkTaecyeon #옥택연 #2PM #투피엠 #CaptainKorea #캡틴코리아 https://t.co/cHiP9bFthQ",-,0
202370,en,Pavard's first ever great game in a Bayern shirt in an important game. A timely one 👏 https://t.co/yJlXLp9CCj,-,0
202371,en,week as well so if you paid Domestic Shipping after Thursday night I won’t be able to make the label until next week (but I’m hoping to have it packaged and ready !)I’ll be getting up the form for the JP Shirt hopefully tomorrow as well !,-,0
202372,en,"@The_Video_Girl @PostDisclosure Yessssss, when the planets are aligned I will own that shirt!",-,0
202373,en,@JenUwin2021 No gifs but a funny tee shirt in the window at Provincetown. https://t.co/iN5FXqJz6B,-,0
202374,en,"@gindaanis @xenoseimi Oh it is SO bad.Tweens rescue their Navy SEAL father from a NK prison camp, almost get shot down by US jets, but are saved at the last second because one of them is wearing a Bruce Springsteen shirt.I have not made a word of that up.",-,0
202375,en,jimin in a white button up shirt always and will forever hit different,-,0
202376,en,Yes 😭😭 sometimes the buttons just wanna pop like lemme wear this shirt in peace 😭😭 https://t.co/8a0zOtlrJZ,-,0
202377,en,my brother in law hates the cowboys and lost a bet now he had to wear a Dallas cowboys shirt lmao HOW BOUT DEM COWBOYS 🤣💙,-,0
202378,en,Who says you can’t wear a grammar lesson? My students loved my shirt! #itsapirateslifeforme #grammarnerd #englishteacher https://t.co/1GZmcnErR0,-,0
202379,en,Sure wish Instagram didn't crop my picture so the full radness of my shirt could be beheld. #facesofdeath https://t.co/MLlfaQ1TAA,-,0
202380,en,Emerald Forest T-Shirt by The Mountain #Tshirt #Shirt #adhttps://t.co/OiP5SRm7Ai,-,0
202381,en,"@hogwarts_skank @nakuruicon @nbajudas Haha, so if your dad's car needed to be washed after every 5days that's when you could bag the money",-,0
202383,en,"@laurenboebert yes, Jesus was famous for telling people to f#ck off. #skank https://t.co/QxZDXzIpUw",-,0
202384,en,"@isabellarileyus @stillgray Epitome of skank, quid pro quo for position and advancement.",-,0
202385,en,"Some pics from the bad guys club 6 this year! Hell Shriner, Pest, Bone Head, and Space Skank. #craiggleason #badguysclub https://t.co/3yirYy7ZAc",-,0
202386,en,"Belated born day blessings to the UK-GH legend, Lethal Bizzle 😤🇬🇧🇬🇭👑NP Fester Skank (prod by Diztortion) on theALL ABROAD A-LIST w YFM.@lethalbizzle 👑@thediztortion 👑 https://t.co/VN7r5m0em0",-,0
202387,en,"my ex boyfriend from HIGH SCHOOL decided his new thing was to message me on snapchat every other day and call me a “skank.”proving yet again, I really go for some winners 🙄🤦🏼‍♀️",REPORTED,3
202388,en,Just drop off your electrical goods and voluminous  evidence and go.... Skank https://t.co/djOfjlXChL,-,0
202389,en,"""Nobody calls my skank a skank!"" This bar fight was AWESOME!!  #LuciferMovie https://t.co/DM6YiZ7Peq",-,0
202391,en,@_Skank_Hunt_43 @CoachGeneChizik Because a lot of the time it’s someone close to you,-,0
202392,en,"@LouLou56205564 @CHIMPSINSOCKS @jwmonkeybiker You call me a skank yet are telling me to grow up. Your priorities are wrong. That shitty bedsit, no boyfriend and no car has made you a bitter old woman.",DIRECT,1
202393,en,@charmsblowpop I’d have to see em myself 1st to tell if you’re a skank or not 🤷🏿‍♂️. Other than that 🖕🏿🖕🏿 that clown!,DIRECT,1
202394,en,@laurenboebert @AlecBaldwin Omg wtf is wrong with u. Youre just a horrible batch ! That's must be the reason you married a pedophile. Dum ass skank!,DIRECT,1
202395,en,"Damn, Rockefeller Skank is a bop, forgot about that song until it played at work.",-,0
202397,en,Not a fan of the guy but gotta give him credit. Genius work Aubrey. Can’t impregnate a skank. https://t.co/Mw1HsNioQS,DIRECT,1
202398,en,"@LisaMarieBoothe You just described Donald Trump, you skank. Dumbass Trumpanzees like you need to be deprogrammed or de-something.",DIRECT,1
202399,en,@Sistoska @r0adkill78 @VeteranGamersCo @Carpo_VP @GoldenWriggles @Warlustgg @Gazoona @FrederikDrabert @darkosupe @skank_a_licious @SteveTheMadLad @IICookieGII @The_Akira72 @RealCarlEmile @LoganTheBrawler @PatmanbrDk @arall_tm @BerlinKingJim @cakey83 @Murray667 @CurvyMermaid617 @joemike1 @koenigskiller @itsnortymorty @saviour76 This is not acceptable!,-,0
202400,en,"@LisaHallAuthor @callytaylor @LauraSRobinson @SJIHolliday Obvs that’s not why I do it, I’m just a lazy skank!",-,0
202401,en,@Londons_first @DwaynePipe14 @SkySportsNews Always the victims but your mum is a slag,DIRECT,1
202402,en,London Slag Party 💙💚💫 #VOCALOID @masa_182 #masaworksdesign https://t.co/Erc9P704Fo,-,0
202403,en,@jockk99 @ntltcvera fuck off u slag why are u trying to force a man onto me??? not very feminist of u 😒😒,DIRECT,1
202404,en,Check out this listing I just added to my #Poshmark closet: Vintage LE Smith Bittersweet Slag Glass Bowl Pedestal Candy Dish Compote Orange. https://t.co/nMiXQIpUKk #shopmycloset @poshmarkapp,-,0
202405,en,All up for banter but this chat about GVB and Maloney about being small is absolutely tragic. Seen grown men and women slag their height 😂 that’s all new levels of fucking weird man.,-,0
202406,en,"People who (mostly on here) say someone else's opinion on football matters is 'clueless' and slag them off for it are sad imo. Come up with a educated reason why you disagree with that person, have a debate. Slagging them off isn't very clever. 🤷‍♂️ #Twitter #football #thoughts",-,0
202407,en,@ariesseshbaby Why ya buying a whole turkeh to make a broth ya daft slag,-,0
202408,en,#DavidLammy on LBC to slag off Boris Johnson for 3 hoursMeanwhile Keir Starmer plans to get Labour MPs to support Boris in the Commons voteWhy are Tory MPs the only serious opposition? https://t.co/VzXGfL0F7g,-,0
202409,en,"@DrDanBolshevik It was literal fucking garbage. I know there's a propensity to slag something off when you're on the opposing side of it, but honestly, that was one of the worst things I've ever read masqurading as a serious piece.",-,0
202410,en,"@Dom_Perrottet I’m not that kind of person to slag people off behind a keyboard but what a pathetic clown and wimp you are. You can’t even keep your word, this is your insurance bc you’ve got to be seen “doing” something if shit hits the fan when it’s crystal clear these measures ain’t working.",-,0
202411,en,Come hear Gav and Helen slag off Coldplay this week on List of Lists!!! https://t.co/xpnrRGnUYa,-,0
202412,en,"@cinderloo1821 @shepster24 @CarolynHealy Well, that find kind of puts my meagre slag to shame",-,0
202413,en,@MingGao26 I worked in coal fired plant 32 years.There is no way to burn coal cleanly.  None.  It can not be done.   Anyone who pretends otherwise is lying.Just the slag -- the remains-- end up in oceans and rivers and air.  And that's only a small part of it.,-,0
202414,en,"End of season 2 round up: Otis is. A slag and i hate ola ❤️ aimee, Eric and maeve are faves 💋💋",-,0
202415,en,"So far I've been called a slag and a wench by Walsall fans in replies to me tweeting about football, the misogyny is rife tonight. #HerGameToo #PVFC #WFC #UpTheGirls",REPORTED,3
202416,en,this is a slag fest but these fuckers got BODIES OKAY B!!:’bebsvsbbxhdhshxbf,-,0
202417,en,"@fcparmacompl at 16 he's got his parents , his representation all adults are heavily influencing his decisions . no decision that big at 16 is 100% him . I wish he'd stayed but im never going to slag off a kid",-,0
202418,en,big slag of a spicy ruby to blow the remnants of this omi out the window and it's back to licking bannisters in town,-,0
202419,en,@tonypierson2 Social media. ‘Fans’ can’t wait to slag off their own after a defeat.,-,0
202420,en,@CFCMod_ Mod honestly fuck off the man’s scored the equaliser today but all you can do is slag him off from Dubai why don’t you cut him so slack you fucking hypocrite. Muppet is my only word for you,-,0
202421,en,I can't see this meme anymore it's pissing me off I want to slap them 🤺🤺 https://t.co/uxz9nSkcSi,-,0
202422,en,I told y’all every time I think I found sb god slap me with his sandles 😂,-,0
202423,en,Nah a boogie artist album still slap so brazy,-,0
202425,en,@sajidjavid Is it a drawing of your red faced slap head after being booted out due to unethical coercion of NHS employees and care workers over no jab no job policy?,-,0
202426,en,"Open SmartNews and read ""Ohio schools warn parents about ‘slap a teacher’ TikTok challenge"" here: https://t.co/iBnpUmxCPg To read it on the web, tap here: https://t.co/DcCuCk0zdL",-,0
202427,en,"@arkadaslarimiz I went back and forth between ""I'd let him slap me again"" and ""okay imma pull his hair so hard he's going bald forever""",-,0
202428,en,@EliseStefanik Bull. It hasn’t been a slap and you already deleted the tweet about him not doing anything with the swift system. I can’t believe you have fans,-,0
202429,en,@SouthpauzArt Okay these all slap but your killing me with dunsparce granny. She must be protected at all costs.,-,0
202430,en,That new tool pretty slap ngl https://t.co/m9STPf9zzV,-,0
202431,en,@DNoose *ash moans as her balls slap widows groaning a little nervously seing mercy move in closer*Uhh what ya doing?,-,0
202432,en,I need someone to professionaly slap me and tell me I'm a piece of shit when I procrastinate😔,-,0
202433,en,can't believe I'm saying this but the new Reese's peanut butter cups with the potato chip bits kinda slap,-,0
202434,en,@DWUhlfelderLaw GQP cultists just misbehavin. Slap him silly.,-,0
202435,en,"@Tesso_dan Not a huge fan of a good bit of p4's soundtrack(s), but God do the boss themes slap",-,0
202436,en,"@Ordinary1World Me, neither. I'm not a prude. I just don't like having a dick slap me in the face when I'm not expecting it.",REPORTED,3
202437,en,"@ViWiWrites knowing myself i’ll probably be submissive in public but defiant in private so fake domesticity, slap-slap-kiss, “i won’t say i’m in love” type of thing",DIRECT,1
202438,en,@ClutX_ oh my god 😣 epic made an example out of me instead of a slap on the wrist,-,0
202439,en,"@easterhay ring ding dong gonna slap, jonghyun hitting that autotune right at the bust",-,0
202440,en,Jack Black as Bowser ????This movie is gonna slap https://t.co/stkc7vS5Eh,-,0
202441,en,The fact that my pets name is purposely stupid..knee slapper lmaooC’mon here lil Ben 🥰🥰🥰🐰,-,0
202442,en,Me: wanna hear a knee slapper? Me: My life,-,0
202443,en,I can’t believe I’ve never heard this absolute SLAPPER https://t.co/KC1Wbhp4Ig,-,0
202444,en,@Farmer_Tom_UK @RSPCA_official @ChrisGPackham if you’ve finished going after the cruel horse slapper how about you take these folks on? That I’d like to see 🙄,-,0
202445,en,@USAlight3 Whoohahaha.  That’s a knee slapper that might never get old.  Who knew Manchin was a comedian.,-,0
202446,en,@ScottBaio Another knee-slapper from Twat Baio! https://t.co/3OWhuKtkSd,-,0
202447,en,I can’t lie Lil Top and Da Baby gotta a slapper on their hands I’m rey mosh,-,0
202448,en,"@rickrudescalves Damn, we’re out the gate with an absolute slapper.With an act of this caliber signed on early, the other bands are gonna FLOCK to the event now, just watch.",-,0
202449,en,Me anytime I discover a new slapper 😂 https://t.co/iL2EbeHPUk,-,0
202450,en,"@Ayn_Wye It's a new title by Yacht Club, and it looks like an absolute slapper. You can wishlist on Steam: https://t.co/mD3R2M5QquYou can also contribute to the Kickstarter if you're feeling generous: https://t.co/Nefkizcsvd",-,0
202451,en,@Dan_Brocklebank Wonder if he was able to make the time to get that slapper round the back of the building and give her a ride ?? @MattHancock,JUDGEMENTAL,2
202452,en,$ASTA - everyone out of the way! Ass slapper is here! don't let him pinch your butt!  $ASTA https://t.co/VVsCcJPoc9,DIRECT,1
202453,en,He is even the best slapper of all the time 😂😂😂🤣 https://t.co/SUBkpmKbn1,-,0
202454,en,@nevadastimes @Ph1LzA @MrBeast this is a good onea real knee slapper,-,0
202455,en,"@nzherald Other than pissing Aucklanders off what was the point of yesterday. No message was communicated other than ""look at me I am world famous on Facebook"". Should have got that slapper up from Wgtn and she could have walked over naked. That would have got some attention!!!",DIRECT,1
202456,en,"@HLundqvist Toughest shot for you to face, wrister, snapper or slapper.",-,0
202457,en,"GlennYoungkin is going to be a great conservative Governor. Also a great lib slapper like the great President DonaldJTrump who was not afraid to tell the crazy left where to go! We r tired of the lies of the pandemic, we r tired of being called racist,tired of the the Tran shit!",DIRECT,1
202458,en,@HajirFT Sadly doesn’t mean anything. Courtois was a habitual chest slapper,-,0
202459,en,@BarterBlex The grid is good 👍 Another knee slapper,-,0
202460,en,Demographic decline is quite the knee slapper. https://t.co/loeKMBMhi3,-,0
202461,en,"@_Typhonn @TheHarlinIsBack @sweetiefr0mhell “i think only fans is prostitution”wow, i didn’t know slut shaming was good in the streets, but apparently it is!what this woman does to make money is none of your business, she’s clearly happy with what she’s doing and doesn’t need-(2/?)",JUDGEMENTAL,2
202462,en,"@PrismOfLoyalty A soft whine followed the length being finally hilted. That plush rear pressed firmly to the other's groin, keeping her nice and pressed close to her lover. Soft whines freely flowing from the butt slut's mouth.",DIRECT,1
202463,en,just ur friendly neighbourhood emo femboy 🥰10 🔁 for more from this set #femboy #femboi #emo #trap #NSFW #bottom #sub #slut #sissy #sw #pvc #boots #gothicc #ass #trans #enby #gothboi https://t.co/BjYxEEcYqn,-,0
202465,en,I need to be dragged into a dark alley and fucked like a slut.,DIRECT,1
202466,en,This song makes me feel like a slut and i like it https://t.co/jkyBs3zhM2,-,0
202467,en,"If Britney’s a catholic slut, I’m also a catholic slut. #freedbritney #BritneySpears #catholicslut",-,0
202468,en,I knew the song was called slut him out but some of the lyrics still shocked me lol https://t.co/u9Zr4zvsV9,-,0
202469,en,@zeinahhhhh ull get lotta of slut shaming and for nth😩,JUDGEMENTAL,2
202470,en,"@smallgu79761196 YOOOOOOO MMYYYY.....IT IS LIKE SEEING A FANTASY OF A VERY MACHO MAN, BECOME A SWEET PRINCESS WHO IS REALLY A FUCKING SLUT...THANKS FOR HOW YOU SHARE",DIRECT,1
202471,en,"girl groups will literally slut drop, roll on the floor, do literal acrobatics on stage while belting just for y’all to simp over guys in mesh tops humping into their own hand just saying",DIRECT,1
202472,en,👱🏿‍♂️Kim Petras - Treat Me Like A Slut (Official Visualizer) https://t.co/f2enTiJGB7 via @YouTube,DIRECT,1
202473,en,hello it me radabots a slut for a great musical score uwu https://t.co/WHYEpZ3llc,-,0
202474,en,"@BlankedOutScale - Just Regalia slowly becoming the monster she never wanted to be, forcing Brenda into chastity while endlessly breeding her until she became a stockholme syndrome slut.-",DIRECT,1
